0.829914141	4.471595876
0.290462492	2.875588453
0.402554392	3.243847371
0.862057298	4.671543358
0.61473955	3.763241449
0.991187788	4.826858298
0.203698875	2.600707002
0.827209085	4.399335916
0.675861619	4.070082998
0.24894947	2.561379973
0.475785627	3.513214389
0.399075227	3.227865045
0.599438249	3.687158572
0.800522766	4.369844225
0.105068771	2.398992579
0.821442194	4.706973113
0.84108633	4.488150046
0.354506244	3.201714917
0.430069463	3.204142842
0.572239218	3.737406703
0.700824731	4.081724469
0.742469757	4.261434974
0.757884151	4.223841237
0.389128764	3.025246824
0.429302485	3.26083004
0.956344658	4.913000283
0.572971367	3.668299725
0.849722054	4.530731339
0.276345316	2.86923585
0.622323615	3.92089367
0.588361685	3.691725732
0.963468466	4.863568198
0.085902695	2.344767928
0.500498892	3.534572727
0.521589676	3.429979362
0.090166002	2.425285185
0.90466648	4.652335765
0.884388939	4.583309719
0.438989667	3.174609492
0.781722613	4.334204603
0.148465023	2.435123858
0.619815927	3.827176121
0.260623679	2.697912299
0.445656211	3.170913534
0.843999511	4.833247192
0.196204919	2.738698802
0.303851623	2.875655706
0.483294568	3.43839577
0.337812044	3.049326246
0.79848583	4.394243753
0.987487575	4.905426749
0.159047555	2.570546141
0.236879783	2.59680767
0.702236633	4.302433717
0.375471663	2.950092041
0.973704903	4.888781275
0.972305556	5.004175886
0.643698049	3.942885687
0.860098877	4.429991151
0.401883398	3.297833716
0.631930798	3.912116885
0.985236639	4.874242834
0.559477406	3.718803227
0.933591916	4.876391488
0.720343206	4.379473586
0.484038517	3.442737296
0.639031093	3.887672669
0.887636866	4.612430038
0.19873675	2.403510349
0.395366274	3.238236889
0.992175302	4.77108479
0.402351617	3.1800711
0.658856481	3.949066237
0.901348123	4.788558844
0.995381777	4.709027186
0.653163281	4.051297334
0.108436428	2.273383849
0.036114031	1.979040876
0.618091239	3.853401908
0.567144362	3.724768354
0.961964658	4.843474403
0.746105469	4.091371541
0.662516098	4.108190327
0.523313318	3.589674177
0.259894281	2.708995292
0.961993767	5.007618027
0.540204038	3.657329155
0.030270163	1.964058934
0.696314463	4.151048397
0.519716158	3.379603014
0.059030556	2.071307719
0.890036233	4.685263148
0.330202243	3.031733134
0.229701198	2.696153372
0.113948642	2.148543266
0.310922713	3.014640342
0.228432322	2.811472677
0.651997167	4.072725788
0.066160125	2.141447374
0.27543138	2.786904382
0.281820238	2.743717311
0.88006626	4.665219366
0.444330359	3.358203557
0.755914121	4.190594472
0.603296376	3.901843673
0.783265937	4.435013567
0.113930639	2.407504535
0.978563885	4.860345221
0.848596675	4.411939844
0.050646498	2.217162001
0.466201834	3.543327169
0.325653275	2.847947227
0.630205125	3.669796455
0.230299164	2.834508303
0.579884973	3.7334877
0.60315632	3.927249607
0.599879096	3.898188629
0.44842788	3.223425802
0.035423461	2.063082553
0.513814835	3.457950376
0.407730162	3.241158496
0.108046037	2.440768352
0.459875629	3.385225481
0.450882754	3.142644076
0.551140336	3.776950716
0.805404317	4.416480104
0.700850073	4.056596539
0.872235504	4.406388853
0.052192152	2.193968626
0.219681311	2.683561985
0.45964201	3.41278395
0.958533596	4.767794272
0.790045357	4.297119838
0.451874609	3.2639911
0.333428186	3.179039877
0.059095313	2.095245585
0.740905303	4.203044775
0.506794524	3.431369198
0.199925413	2.690851101
0.427193551	3.280354128
0.168690279	2.513352284
0.751694591	4.349025403
0.368350842	3.172576259
0.941817795	4.904050238
0.017172541	1.838243553
0.829055909	4.50916069
0.626590975	3.976401479
0.538746515	3.651238956
0.650507635	4.041704434
0.726629532	4.392007439
0.094488564	2.408324358
0.877573934	4.520403223
0.014362144	1.960077925
0.294302627	2.870730007
0.179914879	2.47548553
0.926294268	4.770987808
0.068180437	2.327352587
0.581093228	3.690143099
0.637151223	3.882843188
0.651269265	3.931047229
0.864622013	4.661318354
0.055952529	2.271541588
0.816855174	4.435619269
0.528922466	3.555059265
0.694350561	4.176411149
0.212404896	2.709543098
0.543279946	3.67865832
0.702520272	4.434180689
0.956434557	4.872473748
0.444542163	3.367753982
0.085397831	2.247840394
0.057340148	2.233662552
0.629450486	3.835851539
0.796179066	4.489307874
0.691191333	4.256484222
0.345307862	3.044452394
0.946816667	4.833617529
0.520190318	3.504224414
0.953813025	4.81408167
0.073595636	2.050433455
0.207031948	2.615723839
